Date,YEAR,Month,Day,hour,temperature,dewpoint,humidity,wind_speed,precipitation,cloud_cover,Hourly_Block,Load
2/24/2016,2016,2,24,11,33.2,33.2,100,10.1,0,92,1,4864
2/24/2016,2016,2,24,12,33.8,33.8,100,9.2,0.03,92,1,4932
2/24/2016,2016,2,24,13,33.8,33.8,100,9.1,0.07,92,1,4842
2/24/2016,2016,2,24,14,33.7,33.7,100,10,0,91,1,4854
2/24/2016,2016,2,24,15,33.8,33.8,100,9.8,0.07,100,1,4995
2/24/2016,2016,2,24,16,33.8,33.8,100,9.8,0.07,100,1,5342
2/24/2016,2016,2,24,17,34.3,34.3,100,9.8,0.07,91,1,5678
2/24/2016,2016,2,24,18,34.3,34.3,100,9.9,0,100,1,5796
2/24/2016,2016,2,24,19,34.7,34.7,100,11.2,0.12,91,1,5460
2/24/2016,2016,2,24,20,37.3,37.3,100,13.4,0,94,1,4990
2/24/2016,2016,2,24,21,39,39,100,14.7,0,99,1,4620
2/24/2016,2016,2,24,22,39.8,39.8,100,9.8,0,91,1,4015
2/24/2016,2016,2,24,23,45.6,40.8,83,15.9,0.12,100,0,3578
2/25/2016,2016,2,25,0,47.5,47.5,100,19.3,0.12,99,0,3276
2/25/2016,2016,2,25,1,57.7,50.4,76,25,0.15,100,0,3074
2/25/2016,2016,2,25,2,59.2,50.7,73,27.3,0,98,0,2990
2/25/2016,2016,2,25,3,57.7,50.9,78,27.5,0,99,0,2806
2/25/2016,2016,2,25,4,56.6,50.9,81,26.1,0,100,0,2906
2/25/2016,2016,2,25,5,55.4,50.4,83,22.1,0.15,99,0,3310
2/25/2016,2016,2,25,6,54.2,50,86,18,0.15,97,0,4066
2/25/2016,2016,2,25,7,53.5,45.4,74,9.7,0,70,1,4420
2/25/2016,2016,2,25,8,53.5,46.4,77,10.9,0,70,1,4326
2/25/2016,2016,2,25,9,52.6,46.3,79,14.7,0,87,1,4192
2/25/2016,2016,2,25,10,53.7,45.3,73,15.7,0,92,1,4133
2/25/2016,2016,2,25,11,52.2,44.4,75,17.5,0,97,1,4156
2/25/2016,2016,2,25,12,52.3,42.6,69,18.1,0,42,1,4087
2/25/2016,2016,2,25,13,51.2,41.8,70,17.5,0.05,91,1,3867
2/25/2016,2016,2,25,14,49.3,40,70,17.9,0,93,1,4030
2/25/2016,2016,2,25,15,47.3,38.3,71,18.7,0,96,1,4227
2/25/2016,2016,2,25,16,45.6,36.8,71,18.4,0,98,1,4473
2/25/2016,2016,2,25,17,44.7,36.3,72,18.3,0,99,1,5040
2/25/2016,2016,2,25,18,42.3,35.4,77,19.8,0.05,99,1,5326
2/25/2016,2016,2,25,19,41.3,36.5,83,19.6,0,99,1,5141
2/25/2016,2016,2,25,20,41,34.5,77,19.7,0,83,1,4838
2/25/2016,2016,2,25,21,39.8,32.9,76,19.1,0,76,1,4452
2/25/2016,2016,2,25,22,37.3,31.3,79,15.9,0,99,1,3982
2/25/2016,2016,2,25,23,36.8,29.1,74,16,0,97,0,3528
2/26/2016,2016,2,26,0,35.8,27,70,16,0,98,0,3259
2/26/2016,2016,2,26,1,34.2,23.9,66,16.9,0,93,0,3192
2/26/2016,2016,2,26,2,32.3,21.6,64,17.2,0,79,0,3091
2/26/2016,2016,2,26,3,31.3,20.3,64,17.3,0,77,0,3041
2/26/2016,2016,2,26,4,31.3,18.9,60,17.2,0,75,0,3226
2/26/2016,2016,2,26,5,30.3,16.9,57,19.6,0,43,0,3662
2/26/2016,2016,2,26,6,29.2,14.9,55,19.5,0,44,0,4541
2/26/2016,2016,2,26,7,26.4,15.3,63,21.2,0,70,1,4770
2/26/2016,2016,2,26,8,25.5,13.4,60,21.3,0,53,1,4778
2/26/2016,2016,2,26,9,25.8,12.6,57,20,0,5,1,4570
2/26/2016,2016,2,26,10,27.2,11.5,51,19.5,0,3,1,4494
2/26/2016,2016,2,26,11,28.2,8.9,44,19.6,0,16,1,4429
2/26/2016,2016,2,26,12,28.8,6.6,39,20.7,0,1,1,4329
2/26/2016,2016,2,26,13,30.5,3.9,32,21.9,0,2,1,4343
2/26/2016,2016,2,26,14,29.3,2.7,32,23.7,0,3,1,4405
2/26/2016,2016,2,26,15,28.5,2.1,32,24.4,0,19,1,4411
2/26/2016,2016,2,26,16,26.8,0.5,32,21.8,0,5,1,4714
2/26/2016,2016,2,26,17,26.3,-0.9,31,17.3,0,1,1,5111
2/26/2016,2016,2,26,18,23.7,-1.3,34,16.1,0,0,1,5376
2/26/2016,2016,2,26,19,23.4,-1.2,34,15,0,1,1,5242
2/26/2016,2016,2,26,20,21,-2,36,14.2,0,6,1,5023
2/26/2016,2016,2,26,21,18.8,-1.6,41,13.5,0,11,1,4771
2/26/2016,2016,2,26,22,19.2,-1.3,41,14.7,0,49,1,4385
2/26/2016,2016,2,26,23,18.3,-1.1,43,13.6,0,0,0,4032
2/27/2016,2016,2,27,0,18.3,-1.1,43,14.3,0,0,0,3713
2/27/2016,2016,2,27,1,17.3,-1.5,43,12.3,0,1,0,3528
2/27/2016,2016,2,27,2,17.2,-2,43,12.1,0,2,0,3461
2/27/2016,2016,2,27,3,16.6,-1.5,45,9.3,0,2,0,3427
2/27/2016,2016,2,27,4,14.8,-2,47,9.1,0,1,0,3444
2/27/2016,2016,2,27,5,16.1,-0.9,47,7.8,0,34,0,3562
2/27/2016,2016,2,27,6,16.4,-0.2,48,6.6,0,1,0,3882
2/27/2016,2016,2,27,7,16.5,4,58,2.2,0,25,0,4323
2/27/2016,2016,2,27,8,18.8,4.3,53,3.8,0,25,0,4734
2/27/2016,2016,2,27,9,21.7,4.7,48,4.7,0,42,0,4864
2/27/2016,2016,2,27,10,25,4.6,42,8.5,0,4,0,4888
2/27/2016,2016,2,27,11,27.9,5.2,38,8.6,0,2,0,4811
2/27/2016,2016,2,27,12,30,5.5,35,7.8,0,1,0,4692
2/27/2016,2016,2,27,13,32,5.7,33,7.4,0,19,0,4504
2/27/2016,2016,2,27,14,33.2,5.7,31,9.4,0,0,0,4492
2/27/2016,2016,2,27,15,34.3,7,32,11.6,0,23,0,4508
2/27/2016,2016,2,27,16,34.7,7.3,32,13.5,0,1,0,4712
2/27/2016,2016,2,27,17,32,8.8,38,13.7,0,41,0,5047
2/27/2016,2016,2,27,18,29.8,9.7,43,14.5,0,39,0,5477
2/27/2016,2016,2,27,19,28.8,11.7,49,15.1,0,10,0,5342
2/27/2016,2016,2,27,20,27.9,12.9,53,14.7,0,26,0,4922
2/27/2016,2016,2,27,21,27.7,13.9,56,15.7,0,65,0,4586
2/27/2016,2016,2,27,22,28.2,15.1,58,16,0,90,0,4183
2/27/2016,2016,2,27,23,30.2,16.3,56,17.9,0,86,0,3763
2/28/2016,2016,2,28,0,31.2,16.9,55,18.7,0,88,0,3461
2/28/2016,2016,2,28,1,31.2,17.1,56,18.5,0,88,0,3293
2/28/2016,2016,2,28,2,31.2,16.9,55,16.7,0,95,0,3310
2/28/2016,2016,2,28,3,31.2,17.8,57,16.7,0,95,0,3158
2/28/2016,2016,2,28,4,30.1,18.1,61,15.7,0,86,0,3192
2/28/2016,2016,2,28,5,31,18.5,60,14.7,0,87,0,3276
2/28/2016,2016,2,28,6,31.4,19.2,60,12.9,0,35,0,3501
2/28/2016,2016,2,28,7,33.4,23.8,68,8.3,0,25,0,3981
2/28/2016,2016,2,28,8,34.9,23.7,63,9.8,0,25,0,4346
2/28/2016,2016,2,28,9,37,23.3,58,10.2,0,31,0,4556
2/28/2016,2016,2,28,10,40.2,23.2,51,12.2,0,7,0,4452
2/28/2016,2016,2,28,11,43.7,24.6,47,14.2,0,6,0,4430
2/28/2016,2016,2,28,12,48.5,25.3,40,15.2,0,4,0,4196
2/28/2016,2016,2,28,13,50.4,26.1,39,15.3,0,3,0,4242
2/28/2016,2016,2,28,14,51.9,26.4,37,14.6,0,4,0,4236
2/28/2016,2016,2,28,15,52.5,27.1,37,14.7,0,47,0,4308
2/28/2016,2016,2,28,16,51.4,27,39,14.7,0,56,0,4568
2/28/2016,2016,2,28,17,48.6,27.3,44,15.5,0,32,0,5036
2/28/2016,2016,2,28,18,45.7,27.9,50,14.6,0,55,0,5510
2/28/2016,2016,2,28,19,46.7,31.6,56,14.4,0,5,0,5141
2/28/2016,2016,2,28,20,46.1,30.7,55,13.9,0,0,0,4889
2/28/2016,2016,2,28,21,45.3,29.4,54,14.5,0,10,0,4318
2/28/2016,2016,2,28,22,44.4,28.9,54,15.9,0,1,0,3713
2/28/2016,2016,2,28,23,44.2,29.7,56,15,0,1,0,3259
2/29/2016,2016,2,29,0,43.8,30.2,59,13.9,0,1,0,3024
2/29/2016,2016,2,29,1,42.6,30.2,61,13,0,1,0,2822
2/29/2016,2016,2,29,2,41.8,30.6,64,13,0,1,0,2772
2/29/2016,2016,2,29,3,41.2,31.1,67,12.9,0,25,0,2789
2/29/2016,2016,2,29,4,37.7,31.6,79,13.7,0,2,0,2940
2/29/2016,2016,2,29,5,40.8,31.1,68,14.7,0,3,0,3511
2/29/2016,2016,2,29,6,39.8,31.5,72,14.9,0,5,0,4155
2/29/2016,2016,2,29,7,40,38,93,9.7,0,94,1,4440
2/29/2016,2016,2,29,8,42.7,36.4,78,11.9,0,94,1,4260
2/29/2016,2016,2,29,9,45.2,34.8,67,15.5,0,56,1,4303
2/29/2016,2016,2,29,10,50.3,33,51,17.6,0.03,31,1,4255
2/29/2016,2016,2,29,11,55.2,34.3,45,17.7,0,34,1,4467
2/29/2016,2016,2,29,12,55.6,35.9,47,19.6,0.03,93,1,4444
2/29/2016,2016,2,29,13,50.7,36.5,58,19.5,0.01,97,1,4298
2/29/2016,2016,2,29,14,48.2,36.9,65,18.5,0,95,1,4268
2/29/2016,2016,2,29,15,49.1,37.1,63,17.5,0.01,99,1,4066
2/29/2016,2016,2,29,16,48.5,35.1,60,18.2,0,90,1,4400
2/29/2016,2016,2,29,17,46.6,32,57,18.2,0,40,1,5047
2/29/2016,2016,2,29,18,44.8,28.2,52,16.4,0,74,1,5443
2/29/2016,2016,2,29,19,41.6,29.8,63,13.5,0,3,1,5426
2/29/2016,2016,2,29,20,40.6,27.6,60,13.1,0,3,1,4922
2/29/2016,2016,2,29,21,40.2,26,57,13.8,0,10,1,4502
2/29/2016,2016,2,29,22,40.5,25.3,55,11.1,0,50,1,3931
2/29/2016,2016,2,29,23,40.7,24.8,53,10.5,0,64,0,3394
3/1/2016,2016,3,1,0,40,23.5,52,12.7,0,61,0,3091
3/1/2016,2016,3,1,1,41.1,21.4,45,14.1,0,70,0,2990
3/1/2016,2016,3,1,2,38.7,18.5,44,20.8,0,82,0,2990
3/1/2016,2016,3,1,3,34.5,14,43,24,0,40,0,2923
3/1/2016,2016,3,1,4,31.8,10.2,40,25.8,0,71,0,3242
3/1/2016,2016,3,1,5,29.5,7.5,39,21.4,0,80,0,3679
3/1/2016,2016,3,1,6,27.4,6.8,42,16.7,0,40,0,4533
3/1/2016,2016,3,1,7,26.9,12.1,54,6.2,0,10,1,4622
3/1/2016,2016,3,1,8,27.7,8.3,44,8.1,0,10,1,4440
3/1/2016,2016,3,1,9,28.9,6.3,38,10.7,0,6,1,4355
3/1/2016,2016,3,1,10,31.4,5.2,33,11.3,0,48,1,4343
3/1/2016,2016,3,1,11,32.5,5.5,32,10.9,0,70,1,4461
3/1/2016,2016,3,1,12,34.6,5.7,30,8.8,0,5,1,4314
3/1/2016,2016,3,1,13,36.8,5.9,27,7.7,0,5,1,4161
3/1/2016,2016,3,1,14,39,6.4,26,5,0,45,1,4143
3/1/2016,2016,3,1,15,40.3,7,25,5.1,0,12,1,4133
3/1/2016,2016,3,1,16,41.9,7.9,25,6.1,0,26,1,4449
3/1/2016,2016,3,1,17,39.2,10.2,30,8.2,0,54,1,5212
3/1/2016,2016,3,1,18,38.2,10.9,32,8.3,0,48,1,5527
3/1/2016,2016,3,1,19,36.3,16.5,44,9.2,0,81,1,5410
3/1/2016,2016,3,1,20,34.9,17.2,48,10.7,0,79,1,5124
3/1/2016,2016,3,1,21,33.7,16.6,49,12.2,0,76,1,4603
3/1/2016,2016,3,1,22,32,18.9,58,11.1,0,99,1,4032
3/1/2016,2016,3,1,23,33.5,21.9,62,10.2,0,98,0,3478
3/2/2016,2016,3,2,0,34.3,24.6,68,9.6,0,99,0,3175
3/2/2016,2016,3,2,1,34.3,27.5,76,8.9,0.04,99,0,3058
3/2/2016,2016,3,2,2,34.5,31.6,89,8.2,0.04,57,0,3007
3/2/2016,2016,3,2,3,32.6,32.6,100,7.4,0,92,0,3007
3/2/2016,2016,3,2,4,33.2,31.5,93,6.4,0.04,100,0,3125
3/2/2016,2016,3,2,5,38.4,33.3,82,9.9,0.04,92,0,3612
3/2/2016,2016,3,2,6,46.6,35.1,64,11.6,0,99,0,4334
3/2/2016,2016,3,2,7,46.4,36.3,68,14.4,0,94,1,4620
3/2/2016,2016,3,2,8,46.4,38.2,73,15.9,0,94,1,4549
3/2/2016,2016,3,2,9,43.2,38.3,83,17.3,0,91,1,4543
3/2/2016,2016,3,2,10,41.2,37.9,88,18.4,0,98,1,4492
3/2/2016,2016,3,2,11,36.3,31.3,82,19.7,0,97,1,4464
3/2/2016,2016,3,2,12,35.3,25,66,23,0,94,1,4446
3/2/2016,2016,3,2,13,35.1,19.4,53,23.5,0,71,1,4370
3/2/2016,2016,3,2,14,33.1,15.8,49,25.1,0,75,1,4302
3/2/2016,2016,3,2,15,31,13,47,18.4,0,0,1,4320
3/2/2016,2016,3,2,16,31,13,47,19.6,0,0,1,4704
3/2/2016,2016,3,2,17,28,12,51,23,0,0,1,5302
3/2/2016,2016,3,2,18,25,11,55,27.6,0,0,1,5695
3/2/2016,2016,3,2,19,24.1,10,55,27.6,0,0,1,5578
3/2/2016,2016,3,2,20,23,9,55,19.6,0,0,1,5242
3/2/2016,2016,3,2,21,22,9,57,19.6,0,0,1,4855
3/2/2016,2016,3,2,22,21,7,55,20.7,0,0,1,4284
3/2/2016,2016,3,2,23,20,5,52,13.8,0,0,0,3847
3/3/2016,2016,3,3,0,19,5,54,20.7,0,0,0,3595
3/3/2016,2016,3,3,1,17.9,5,57,9.2,0,0,0,3394
3/3/2016,2016,3,3,2,17.9,6,59,10.4,0,0,0,3343
3/3/2016,2016,3,3,3,17,5,59,4.6,0,0,0,3360
3/3/2016,2016,3,3,4,16,5,62,5.8,0,0,0,3461
3/3/2016,2016,3,3,5,17,4,57,9.2,0,0,0,4049
3/3/2016,2016,3,3,6,17,5,59,9.2,0,0,0,4754
3/3/2016,2016,3,3,7,16.9,1.1,50,4.7,0,11,1,4920
3/3/2016,2016,3,3,8,17.7,1.4,49,7.1,0,11,1,4862
3/3/2016,2016,3,3,9,19,2,48,15,0,0,1,4669
3/3/2016,2016,3,3,10,21,2,44,17.3,0,0,1,4635
3/3/2016,2016,3,3,11,23,1,38,15,0,0,1,4551
3/3/2016,2016,3,3,12,24,0,35,6.9,0,0,1,4534
3/3/2016,2016,3,3,13,27,-2,28,11.5,0,0,1,4419
3/3/2016,2016,3,3,14,28,0,30,16.1,0,0,1,4365
3/3/2016,2016,3,3,15,28,-3,26,10.4,0,0,1,4405
3/3/2016,2016,3,3,16,28.9,-1,27,10.4,0,0,1,4669
3/3/2016,2016,3,3,17,27,0,31,10.4,0,0,1,5083
3/3/2016,2016,3,3,18,25,-1,32,6.9,0,0,1,5510
3/3/2016,2016,3,3,19,24,-1,34,6.9,0,90,1,5594
3/3/2016,2016,3,3,20,25,-2,31,8.1,0,90,1,5342
3/3/2016,2016,3,3,21,23,-1,35,5.8,0,90,1,4872
3/3/2016,2016,3,3,22,23,0,37,3.5,0,90,1,4334
3/3/2016,2016,3,3,23,23,1,38,0,0,90,0,3814
3/4/2016,2016,3,4,0,22,0,38,3.5,0,60,0,3629
3/4/2016,2016,3,4,1,21.9,1,40,4.6,0,100,0,3444
3/4/2016,2016,3,4,2,21,1,42,5.8,0,100,0,3310
3/4/2016,2016,3,4,3,21,1,42,4.6,0,100,0,3259
3/4/2016,2016,3,4,4,20,3,48,5.8,0,100,0,3461
3/4/2016,2016,3,4,5,20,4,50,5.8,0,100,0,3914
3/4/2016,2016,3,4,6,20,5,52,4.6,0,100,0,4719
3/4/2016,2016,3,4,7,19.9,6.7,56,2.2,0,94,1,4971
3/4/2016,2016,3,4,8,21.2,8.2,57,4.4,0,94,1,4927
3/4/2016,2016,3,4,9,21,10,62,8.1,0.02,100,1,4844
3/4/2016,2016,3,4,10,23,15,71,6.9,0.02,100,1,4796
3/4/2016,2016,3,4,11,25,18,75,9.2,0.02,100,1,4739
3/4/2016,2016,3,4,12,26,17,69,5.8,0,40,1,4689
3/4/2016,2016,3,4,13,28.9,16,58,10.4,0,40,1,4625
3/4/2016,2016,3,4,14,27,17,66,10.4,0,100,1,4605
3/4/2016,2016,3,4,15,27,18,69,6.9,0,100,1,4736
3/4/2016,2016,3,4,16,27,19,72,9.2,0,100,1,5069
3/4/2016,2016,3,4,17,25,20,81,12.7,0,100,1,5450
3/4/2016,2016,3,4,18,25,19,78,9.2,0,100,1,5544
3/4/2016,2016,3,4,19,24,19,81,15,0,100,1,5309
3/4/2016,2016,3,4,20,24,18,78,18.4,0,100,1,5090
3/4/2016,2016,3,4,21,24,19,81,11.5,0,100,1,4754
3/4/2016,2016,3,4,22,24,17,75,11.5,0,100,1,4334
3/4/2016,2016,3,4,23,24.1,17,74,15,0,100,0,3931
3/5/2016,2016,3,5,0,23,17,78,16.1,0,100,0,3578
3/5/2016,2016,3,5,1,23,16,74,16.1,0,100,0,3394
3/5/2016,2016,3,5,2,23,16,74,6.9,0,100,0,3259
3/5/2016,2016,3,5,3,22,16,78,5.8,0,75,0,3293
3/5/2016,2016,3,5,4,22,14,71,11.5,0,0,0,3259
3/5/2016,2016,3,5,5,21,10,62,11.5,0,0,0,3562
3/5/2016,2016,3,5,6,19,7,59,13.8,0,0,0,3865
3/5/2016,2016,3,5,7,19,4.5,53,6.4,0,26,0,4268
3/5/2016,2016,3,5,8,21,3.1,46,8.2,0,26,0,4589
3/5/2016,2016,3,5,9,23,2,40,6.9,0,0,0,4706
3/5/2016,2016,3,5,10,25,3,39,10.4,0,0,0,4741
3/5/2016,2016,3,5,11,25,3,39,3.5,0,0,0,4687
3/5/2016,2016,3,5,12,29,4,34,3.5,0,0,0,4657
3/5/2016,2016,3,5,13,31,3,30,3.5,0,0,0,4378
3/5/2016,2016,3,5,14,32,4,30,0,0,0,0,4234
3/5/2016,2016,3,5,15,31,3,30,4.6,0,100,0,4241
3/5/2016,2016,3,5,16,34,1,25,4.6,0,75,0,4637
3/5/2016,2016,3,5,17,32,4,30,6.9,0,100,0,5028
3/5/2016,2016,3,5,18,31,2,29,6.9,0,100,0,5326
3/5/2016,2016,3,5,19,30,1,29,4.6,0,85,0,5124
3/5/2016,2016,3,5,20,27,3,36,5.8,0,35,0,4872
3/5/2016,2016,3,5,21,27,3,36,3.5,0,75,0,4486
3/5/2016,2016,3,5,22,27,1,33,4.6,0,0,0,4015
3/5/2016,2016,3,5,23,28,2,33,5.8,0,25,0,3713
3/6/2016,2016,3,6,0,28,1,31,5.8,0,100,0,3461
3/6/2016,2016,3,6,1,28,2,33,0,0,100,0,3293
3/6/2016,2016,3,6,2,27,3,36,3.5,0,100,0,3192
3/6/2016,2016,3,6,3,27,5,39,0,0,100,0,3158
3/6/2016,2016,3,6,4,24.1,5,44,0,0,35,0,3209
3/6/2016,2016,3,6,5,26,3,37,3.5,0,35,0,3410
3/6/2016,2016,3,6,6,26,4,39,5.8,0,100,0,3628
3/6/2016,2016,3,6,7,25.9,6.5,44,2.6,0,100,0,3914
3/6/2016,2016,3,6,8,27.5,6.8,41,4.4,0,93,0,4391
3/6/2016,2016,3,6,9,31,5,33,5.8,0,0,0,4664
3/6/2016,2016,3,6,10,32,7,35,8.1,0,0,0,4630
3/6/2016,2016,3,6,11,32,3,29,4.6,0,0,0,4642
3/6/2016,2016,3,6,12,35,3,26,9.2,0,0,0,4600
3/6/2016,2016,3,6,13,36,3,25,6.9,0,0,0,4400
3/6/2016,2016,3,6,14,37,3,24,0,0,0,0,4222
3/6/2016,2016,3,6,15,38,4,24,0,0,0,0,4256
3/6/2016,2016,3,6,16,38,4,24,4.6,0,0,0,4561
3/6/2016,2016,3,6,17,39,5,24,9.2,0,0,0,5174
3/6/2016,2016,3,6,18,34,4,28,4.6,0,0,0,5762
3/6/2016,2016,3,6,19,32,4,30,4.6,0,0,0,5628
3/6/2016,2016,3,6,20,34,2,26,4.6,0,0,0,5158
3/6/2016,2016,3,6,21,31,8,38,8.1,0,0,0,4586
3/6/2016,2016,3,6,22,28,13,53,3.5,0,0,0,4099
3/6/2016,2016,3,6,23,27,13,55,5.8,0,0,0,3629
3/7/2016,2016,3,7,0,26,12,55,9.2,0,0,0,3293
3/7/2016,2016,3,7,1,24.1,10,55,8.1,0,100,0,3125
3/7/2016,2016,3,7,2,25,11,55,9.2,0,0,0,3024
3/7/2016,2016,3,7,3,25,14,63,6.9,0,0,0,3058
3/7/2016,2016,3,7,4,25,15,66,9.2,0,0,0,3326
3/7/2016,2016,3,7,5,26,15,63,9.2,0,0,0,3830
3/7/2016,2016,3,7,6,27,17,66,9.2,0,90,0,4639
3/7/2016,2016,3,7,7,28.3,19,68,8.3,0,37,1,4828
3/7/2016,2016,3,7,8,31.2,20.2,63,10.6,0,45,1,4796
3/7/2016,2016,3,7,9,35,22,59,15,0,100,1,4781
3/7/2016,2016,3,7,10,38,22,52,16.1,0,90,1,4648
3/7/2016,2016,3,7,11,41,24,51,18.4,0.02,100,1,4592
3/7/2016,2016,3,7,12,44,26,49,28.8,0,90,1,4634
3/7/2016,2016,3,7,13,46.9,27,46,18.4,0,25,1,4499
3/7/2016,2016,3,7,14,48,27,44,18.4,0,100,1,4462
3/7/2016,2016,3,7,15,46,28,49,12.7,0,100,1,4489
3/7/2016,2016,3,7,16,46,29,51,11.5,0,100,1,4739
3/7/2016,2016,3,7,17,46,29,51,8.1,0,100,1,5209
3/7/2016,2016,3,7,18,46,30,54,0,0.02,100,1,5460
3/7/2016,2016,3,7,19,46,30,53,0,0,100,1,5359
3/7/2016,2016,3,7,20,43,30,60,3.5,0,100,1,4990
3/7/2016,2016,3,7,21,42,30,62,5.8,0,100,1,4502
3/7/2016,2016,3,7,22,40,30,67,6.9,0,100,1,3864
3/7/2016,2016,3,7,23,40,31,70,8.1,0,100,0,3444
3/8/2016,2016,3,8,0,40,31,70,6.9,0,100,0,3209
3/8/2016,2016,3,8,1,39,31,73,6.9,0,40,0,3108
3/8/2016,2016,3,8,2,38,30,73,5.8,0,35,0,2923
3/8/2016,2016,3,8,3,41,31,67,5.8,0,25,0,2957
3/8/2016,2016,3,8,4,34,30,85,5.8,0,25,0,3158
3/8/2016,2016,3,8,5,38,31,76,5.8,0,0,0,3662
3/8/2016,2016,3,8,6,37,31,79,3.5,0,25,0,4465
3/8/2016,2016,3,8,7,34,33.7,99,1.3,0,25,1,4507
3/8/2016,2016,3,8,8,37.9,35.4,90,2.9,0,25,1,4370
3/8/2016,2016,3,8,9,41.1,35,79,8.1,0,0,1,4245
3/8/2016,2016,3,8,10,45.8,36,68,0,0,35,1,4079
3/8/2016,2016,3,8,11,49,32,52,0,0,75,1,3933
3/8/2016,2016,3,8,12,49,32,52,10.4,0,100,1,3842
3/8/2016,2016,3,8,13,52,33,48,4.6,0,100,1,3793
3/8/2016,2016,3,8,14,53,33,46,0,0,100,1,3780
3/8/2016,2016,3,8,15,55,34,45,6.9,0,100,1,3851
3/8/2016,2016,3,8,16,57,35,43,6.9,0,0,1,4002
3/8/2016,2016,3,8,17,56,35,45,4.6,0,100,1,4626
3/8/2016,2016,3,8,18,54,35,49,0,0,100,1,5242
3/8/2016,2016,3,8,19,51.1,35,54,11.5,0,100,1,5191
3/8/2016,2016,3,8,20,46,35,65,9.2,0,75,1,4872
3/8/2016,2016,3,8,21,45,35,68,9.2,0,75,1,4318
3/8/2016,2016,3,8,22,42,34,73,9.2,0,40,1,3679
3/8/2016,2016,3,8,23,41,33,73,12.7,0,100,0,3158
3/9/2016,2016,3,9,0,40,33,76,9.2,0,25,0,2923
3/9/2016,2016,3,9,1,37.9,32,79,11.5,0,0,0,2755
3/9/2016,2016,3,9,2,40,34,79,12.7,0,100,0,2654
3/9/2016,2016,3,9,3,40,35,82,12.7,0,70,0,2587
3/9/2016,2016,3,9,4,41,38,89,11.5,0,25,0,2755
3/9/2016,2016,3,9,5,41,38,89,11.5,0,0,0,3310
3/9/2016,2016,3,9,6,42,39,89,13.8,0,100,0,4004
3/9/2016,2016,3,9,7,42.1,42.1,100,5.3,0,25,1,4202
3/9/2016,2016,3,9,8,47.9,41.8,79,8.3,0,25,1,4134
3/9/2016,2016,3,9,9,53,39,59,10.4,0,0,1,3920
3/9/2016,2016,3,9,10,59,40,49,13.8,0,0,1,3810
3/9/2016,2016,3,9,11,64,40,41,9.2,0,0,1,3778
3/9/2016,2016,3,9,12,70,39,32,18.4,0,0,1,3797
3/9/2016,2016,3,9,13,72,38,29,16.1,0,0,1,3747
3/9/2016,2016,3,9,14,73,37,27,15,0,0,1,3688
3/9/2016,2016,3,9,15,73.9,36,25,12.7,0,0,1,3585
3/9/2016,2016,3,9,16,73.9,36,25,15,0,0,1,3682
3/9/2016,2016,3,9,17,72,35,26,16.1,0,0,1,4107
3/9/2016,2016,3,9,18,69,36,30,11.5,0,0,1,4687
3/9/2016,2016,3,9,19,64.9,36,34,11.5,0,90,1,4704
3/9/2016,2016,3,9,20,64,36,35,15,0,90,1,4418
3/9/2016,2016,3,9,21,63,36,36,16.1,0,25,1,3914
3/9/2016,2016,3,9,22,61,37,41,10.4,0,90,1,3276
3/9/2016,2016,3,9,23,62,37,39,15,0,60,0,2873
3/10/2016,2016,3,10,0,64,38,38,16.1,0,60,0,2604
3/10/2016,2016,3,10,1,63,38,39,16.1,0,90,0,2470
3/10/2016,2016,3,10,2,62,39,43,12.7,0,90,0,2386
3/10/2016,2016,3,10,3,62,39,43,10.4,0,90,0,2318
3/10/2016,2016,3,10,4,61,40,46,10.4,0,75,0,2419
3/10/2016,2016,3,10,5,59,42,53,6.9,0,90,0,2839
3/10/2016,2016,3,10,6,58,41,53,8.1,0,90,0,3694
3/10/2016,2016,3,10,7,57.6,51.3,79,3.1,0,100,1,4048
3/10/2016,2016,3,10,8,57.9,48.6,71,5.5,0,97,1,3930
3/10/2016,2016,3,10,9,61,50.6,69,9.2,0.04,100,1,3928
3/10/2016,2016,3,10,10,62,51.2,68,10.4,0,100,1,3936
3/10/2016,2016,3,10,11,63,51,65,6.9,0,35,1,3952
3/10/2016,2016,3,10,12,64,51,62,4.6,0.04,100,1,4019
3/10/2016,2016,3,10,13,63,52,67,9.2,0.02,100,1,3894
3/10/2016,2016,3,10,14,63,52,67,9.2,0.02,100,1,3800
3/10/2016,2016,3,10,15,63,54,72,13.8,0.02,100,1,3837
3/10/2016,2016,3,10,16,60,54,80,10.4,0.02,100,1,4181
3/10/2016,2016,3,10,17,58,55,90,9.2,0.02,100,1,4588
3/10/2016,2016,3,10,18,57,55,93,11.5,0.09,100,1,4822
3/10/2016,2016,3,10,19,57,55,93,17.3,0.08,100,1,4805
3/10/2016,2016,3,10,20,57,55,93,15,0.03,100,1,4452
3/10/2016,2016,3,10,21,57,55,93,16.1,0.02,100,1,4032
3/10/2016,2016,3,10,22,53,53,100,11.5,0.05,100,1,3377
3/10/2016,2016,3,10,23,51.1,48,89,12.7,0.01,100,0,2940
3/11/2016,2016,3,11,0,51.1,47,86,10.4,0.04,100,0,2705
3/11/2016,2016,3,11,1,51.1,46,83,3.5,0.04,100,0,2537
3/11/2016,2016,3,11,2,48.9,47,93,5.8,0.02,100,0,2453
